seq_id	aln_start	aln_end	env_start	env_end	hmm_acc	hmm_name	type	hmm_start	hmm_end	hmm_length	score	evalue	significance	clan
IMGVR_UViG_3300035531_000210.3300035531.Ga0376493_006640_8	24	215	23	215	PF04466.17	Terminase_3	Domain	2	201	201	136.7	8.10E-40	1	CL0023
IMGVR_UViG_3300035540_000047.3300035540.Ga0376502_000127_39	8	56	8	61	PF03013.18	Pyr_excise	Domain	1	54	81	44	2.50E-11	1	No_Clan
IMGVR_UViG_3300035540_000047.3300035540.Ga0376502_000127_64	51	208	51	209	PF13385.10	Laminin_G_3	Domain	1	150	151	92.8	2.70E-26	1	CL0004
IMGVR_UViG_3300035540_000047.3300035540.Ga0376502_000127_71	4	208	2	211	PF04454.16	Linocin_M18	Family	9	202	253	99.2	2.50E-28	1	CL0373
IMGVR_UViG_3300035540_000047.3300035540.Ga0376502_000127_79	122	149	122	149	PF07581.16	Glug	Family	1	28	28	25.3	1.50E-05	1	No_Clan
IMGVR_UViG_3300035540_000047.3300035540.Ga0376502_000127_80	108	288	104	337	PF10145.13	PhageMin_Tail	Family	5	185	201	127.1	8.70E-37	1	No_Clan
IMGVR_UViG_3300035544_000087.3300035544.Ga0376506_000397_13	40	124	37	126	PF18022.5	Lectin_C_term	Domain	4	100	102	29.2	1.10E-06	1	CL0066
IMGVR_UViG_3300035544_000087.3300035544.Ga0376506_000397_49	10	48	10	48	PF18454.5	Mtd_N	Domain	1	37	37	55.2	5.60E-15	1	CL0737
IMGVR_UViG_3300035640_000061.3300035640.Ga0394087_08732_3	30	155	29	162	PF14265.10	DUF4355	Family	2	110	124	27.6	3.20E-06	1	No_Clan
IMGVR_UViG_3300035640_000061.3300035640.Ga0394087_08732_4	70	336	60	337	PF17236.6	DUF5309	Family	41	282	283	39.4	4.80E-10	1	CL0373
IMGVR_UViG_3300035640_000061.3300035640.Ga0394087_08732_26	106	304	93	307	PF10145.13	PhageMin_Tail	Family	5	198	201	52.9	4.70E-14	1	No_Clan
IMGVR_UViG_3300035640_000061.3300035640.Ga0394087_08732_29	183	349	183	350	PF13385.10	Laminin_G_3	Domain	1	150	151	43.7	3.40E-11	1	CL0004
IMGVR_UViG_3300036940_000249.3300036940.Ga0377182_000677_13	11	121	8	122	PF09956.13	DUF2190	Domain	5	102	103	34.9	1.70E-08	1	No_Clan
IMGVR_UViG_3300036940_000249.3300036940.Ga0377182_000677_16	2	89	2	89	PF11195.12	DUF2829	Family	1	72	72	72	4.10E-20	1	No_Clan
IMGVR_UViG_3300036943_000163.3300036943.Ga0377187_010073_9	11	124	11	126	PF12691.11	Minor_capsid_3	Family	1	114	117	81.8	4.70E-23	1	CL0691
IMGVR_UViG_3300036943_000163.3300036943.Ga0377187_010073_11	19	132	4	133	PF16461.9	Phage_TTP_12	Family	21	133	134	66	3.10E-18	1	CL0504
IMGVR_UViG_3300037067_018943.3300037067.Ga0378408_0032008_8	10	240	9	240	PF03787.19	RAMPs	Family	2	189	189	33.9	4.70E-08	1	CL0362
IMGVR_UViG_3300037067_009151.3300037067.Ga0378408_0002115_17	185	333	185	334	PF13385.10	Laminin_G_3	Domain	1	149	151	43.9	3.00E-11	1	CL0004
IMGVR_UViG_3300037067_009151.3300037067.Ga0378408_0002115_21	141	339	137	341	PF10145.13	PhageMin_Tail	Family	5	198	201	57.4	2.00E-15	1	No_Clan
IMGVR_UViG_3300037067_009151.3300037067.Ga0378408_0002115_42	70	336	60	337	PF17236.6	DUF5309	Family	41	282	283	39.5	4.20E-10	1	CL0373
IMGVR_UViG_3300037067_009151.3300037067.Ga0378408_0002115_43	30	155	29	162	PF14265.10	DUF4355	Family	2	110	124	28.7	1.40E-06	1	No_Clan
IMGVR_UViG_3300037067_009151.3300037067.Ga0378408_0002115_45	23	160	18	223	PF05133.18	Phage_prot_Gp6	Family	9	144	416	33.2	3.10E-08	1	No_Clan
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_27	9	235	5	261	PF04454.16	Linocin_M18	Family	16	219	253	50.9	1.40E-13	1	CL0373
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_31	13	89	13	89	PF04883.16	HK97-gp10_like	Family	1	78	78	43.8	4.40E-11	1	CL0348
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_33	5	116	5	116	PF11367.12	DUF3168	Family	1	117	117	41.8	1.10E-10	1	CL0691
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_37	98	289	97	299	PF10145.13	PhageMin_Tail	Family	2	192	201	110.5	1.10E-31	1	No_Clan
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_42	39	113	39	115	PF10102.13	DUF2341	Family	1	82	84	53.6	2.70E-14	1	No_Clan
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_42	489	564	489	565	PF10102.13	DUF2341	Family	1	83	84	56.1	4.80E-15	1	No_Clan
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_43	243	388	243	402	PF08480.14	Disaggr_assoc	Repeat	1	147	194	56.3	4.30E-15	1	CL0268
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_49	1	129	1	130	PF08004.15	DUF1699	Family	1	129	130	162.2	5.20E-48	1	No_Clan
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_69	223	296	217	296	PF18911.4	PKD_4	Domain	11	85	85	67.1	1.30E-18	1	CL0159
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_69	516	592	514	594	PF18911.4	PKD_4	Domain	4	83	85	71.6	4.90E-20	1	CL0159
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_69	852	931	850	931	PF18911.4	PKD_4	Domain	3	85	85	75.6	2.80E-21	1	CL0159
IMGVR_UViG_3300038312_000294.3300038312.Ga0134836_000398_69	937	1015	934	1016	PF18911.4	PKD_4	Domain	3	84	85	66.1	2.50E-18	1	CL0159
IMGVR_UViG_3300038313_000238.3300038313.Ga0134846_001011_8	18	56	18	56	PF18454.5	Mtd_N	Domain	1	37	37	55	6.50E-15	1	CL0737
IMGVR_UViG_3300038313_000203.3300038313.Ga0134846_003607_13	146	261	146	262	PF04233.18	Phage_Mu_F	Family	1	111	112	58.9	8.20E-16	1	No_Clan
IMGVR_UViG_3300038316_000169.3300038316.Ga0134847_000580_16	18	56	18	56	PF18454.5	Mtd_N	Domain	1	37	37	49.2	4.10E-13	1	CL0737
IMGVR_UViG_3300038316_000169.3300038316.Ga0134847_000580_48	9	235	5	261	PF04454.16	Linocin_M18	Family	16	219	253	53.9	1.70E-14	1	CL0373
IMGVR_UViG_3300038316_000169.3300038316.Ga0134847_000580_52	13	89	13	89	PF04883.16	HK97-gp10_like	Family	1	78	78	44	3.90E-11	1	CL0348
IMGVR_UViG_3300038316_000169.3300038316.Ga0134847_000580_53	5	82	5	116	PF11367.12	DUF3168	Family	1	83	117	40.5	3.00E-10	1	CL0691
IMGVR_UViG_3300038316_000169.3300038316.Ga0134847_000580_57	99	286	97	297	PF10145.13	PhageMin_Tail	Family	3	190	201	92.7	3.10E-26	1	No_Clan
IMGVR_UViG_3300038316_000169.3300038316.Ga0134847_000580_61	40	114	40	116	PF10102.13	DUF2341	Family	1	82	84	53.6	2.80E-14	1	No_Clan
IMGVR_UViG_3300038316_000169.3300038316.Ga0134847_000580_61	514	589	514	590	PF10102.13	DUF2341	Family	1	83	84	55.6	6.50E-15	1	No_Clan
IMGVR_UViG_3300038317_000228.3300038317.Ga0134849_002614_10	15	132	15	133	PF12691.11	Minor_capsid_3	Family	1	116	117	48.6	9.30E-13	1	CL0691
IMGVR_UViG_3300038317_000228.3300038317.Ga0134849_002614_15	268	416	267	425	PF08480.14	Disaggr_assoc	Repeat	2	148	194	50.8	2.10E-13	1	CL0268
IMGVR_UViG_3300038317_000206.3300038317.Ga0134849_001325_6	65	225	63	274	PF03237.19	Terminase_6N	Domain	3	153	215	51.2	1.40E-13	1	CL0023
IMGVR_UViG_3300038317_000206.3300038317.Ga0134849_001325_6	339	478	338	480	PF17289.6	Terminase_6C	Domain	2	151	155	32.9	6.50E-08	1	CL0219
IMGVR_UViG_3300038318_000432.3300038318.Ga0134855_000749_1	2	161	1	161	PF13229.10	Beta_helix	Repeat	6	158	158	54	1.70E-14	1	CL0268
IMGVR_UViG_3300038318_000432.3300038318.Ga0134855_000749_3	131	160	129	160	PF09373.14	PMBR	Repeat	4	33	33	28.2	1.50E-06	1	No_Clan
IMGVR_UViG_3300038318_000432.3300038318.Ga0134855_000749_44	72	232	43	239	PF04466.17	Terminase_3	Domain	31	191	201	35.7	7.30E-09	1	CL0023
IMGVR_UViG_3300038318_000432.3300038318.Ga0134855_000749_57	175	237	171	237	PF01471.22	PG_binding_1	Domain	5	57	57	37.2	2.70E-09	1	CL0244
IMGVR_UViG_3300038318_000432.3300038318.Ga0134855_000749_59	16	110	10	111	PF10934.12	DUF2634	Family	7	103	104	37	3.40E-09	1	CL0763
IMGVR_UViG_3300038318_000432.3300038318.Ga0134855_000749_60	81	312	80	322	PF04865.18	Baseplate_J	Family	2	237	255	79.6	2.50E-22	1	No_Clan
IMGVR_UViG_3300038318_000432.3300038318.Ga0134855_000749_65	317	340	317	340	PF02415.21	Chlam_PMP	Repeat	1	19	19	17.2	0.005	1	CL0268
IMGVR_UViG_3300038675_000398.3300038675.Ga0416708_000395_33	9	219	8	219	PF13476.10	AAA_23	Domain	2	201	201	67.9	2.10E-18	1	CL0023
IMGVR_UViG_3300038675_000398.3300038675.Ga0416708_000395_34	28	198	24	219	PF03837.18	RecT	Family	5	192	198	141.3	3.10E-41	1	No_Clan
IMGVR_UViG_3300038675_000266.3300038675.Ga0416708_001906_7	11	41	9	43	PF04014.22	MazE_antitoxin	Domain	3	33	47	29.1	7.30E-07	1	CL0132
IMGVR_UViG_3300038675_000266.3300038675.Ga0416708_001906_17	88	299	86	299	PF10145.13	PhageMin_Tail	Family	3	201	201	80.9	1.30E-22	1	No_Clan
IMGVR_UViG_3300038675_000266.3300038675.Ga0416708_001906_22	13	114	11	124	PF12691.11	Minor_capsid_3	Family	3	107	117	42.6	6.90E-11	1	CL0691
IMGVR_UViG_3300038956_000340.3300038956.Ga0239562_004776_6	3	92	1	100	PF10651.13	BppU_N	Domain	20	105	143	24.1	2.80E-05	1	No_Clan
IMGVR_UViG_3300038956_000340.3300038956.Ga0239562_004776_9	221	296	217	296	PF18911.4	PKD_4	Domain	9	85	85	67.1	1.20E-18	1	CL0159
IMGVR_UViG_3300038956_000340.3300038956.Ga0239562_004776_9	305	383	303	383	PF18911.4	PKD_4	Domain	4	85	85	79.2	2.00E-22	1	CL0159
IMGVR_UViG_3300038956_000340.3300038956.Ga0239562_004776_9	641	721	640	721	PF18911.4	PKD_4	Domain	2	85	85	75.4	3.20E-21	1	CL0159
IMGVR_UViG_3300038956_000340.3300038956.Ga0239562_004776_9	727	806	725	806	PF18911.4	PKD_4	Domain	3	85	85	73.1	1.60E-20	1	CL0159
IMGVR_UViG_3300038956_000197.3300038956.Ga0239562_002733_1	41	115	41	117	PF10102.13	DUF2341	Family	1	82	84	52.3	7.30E-14	1	No_Clan
IMGVR_UViG_3300038956_000197.3300038956.Ga0239562_002733_11	13	97	13	97	PF04883.16	HK97-gp10_like	Family	1	78	78	25.3	2.60E-05	1	CL0348
IMGVR_UViG_3300038956_000197.3300038956.Ga0239562_002733_15	7	216	3	235	PF04454.16	Linocin_M18	Family	14	204	253	50.1	2.50E-13	1	CL0373
IMGVR_UViG_3300038956_000256.3300038956.Ga0239562_000581_1	4	28	1	29	PF00145.21	DNA_methylase	Domain	299	323	324	23	5.10E-05	1	CL0063
IMGVR_UViG_3300038956_000256.3300038956.Ga0239562_000581_18	33	206	30	239	PF12708.11	Pectate_lyase_3	Repeat	6	173	214	56.4	4.00E-15	1	CL0268
IMGVR_UViG_3300038956_000256.3300038956.Ga0239562_000581_23	234	296	218	296	PF18911.4	PKD_4	Domain	23	85	85	69	3.10E-19	1	CL0159
IMGVR_UViG_3300038956_000256.3300038956.Ga0239562_000581_43	235	394	233	414	PF08480.14	Disaggr_assoc	Repeat	3	160	194	67	2.40E-18	1	CL0268
IMGVR_UViG_3300038956_000256.3300038956.Ga0239562_000581_46	243	388	243	400	PF08480.14	Disaggr_assoc	Repeat	1	147	194	61.4	1.20E-16	1	CL0268
IMGVR_UViG_3300038956_000256.3300038956.Ga0239562_000581_47	156	230	156	232	PF10102.13	DUF2341	Family	1	82	84	52.7	5.30E-14	1	No_Clan
IMGVR_UViG_3300038956_000205.3300038956.Ga0239562_000675_1	14	90	13	90	PF04883.16	HK97-gp10_like	Family	2	78	78	26.8	9.20E-06	1	CL0348
IMGVR_UViG_3300038956_000205.3300038956.Ga0239562_000675_2	7	118	7	118	PF11367.12	DUF3168	Family	1	117	117	48.6	9.30E-13	1	CL0691
IMGVR_UViG_3300038956_000205.3300038956.Ga0239562_000675_6	94	291	93	292	PF10145.13	PhageMin_Tail	Family	2	200	201	179.2	9.50E-53	1	No_Clan
IMGVR_UViG_3300038956_000205.3300038956.Ga0239562_000675_11	41	116	41	117	PF10102.13	DUF2341	Family	1	83	84	52.1	8.20E-14	1	No_Clan
IMGVR_UViG_3300038956_000205.3300038956.Ga0239562_000675_11	491	565	491	567	PF10102.13	DUF2341	Family	1	82	84	54.1	2.00E-14	1	No_Clan
IMGVR_UViG_3300038956_000205.3300038956.Ga0239562_000675_12	243	387	243	402	PF08480.14	Disaggr_assoc	Repeat	1	146	194	55.2	9.40E-15	1	CL0268
IMGVR_UViG_3300042280_000275.3300042280.Ga0451664_000237_1	6	59	5	64	PF00403.30	HMA	Domain	2	57	62	38.6	1.20E-09	1	CL0704
IMGVR_UViG_3300042280_000275.3300042280.Ga0451664_000237_1	84	127	83	160	PF00403.30	HMA	Domain	2	45	62	40.2	3.70E-10	1	CL0704
IMGVR_UViG_3300042280_000275.3300042280.Ga0451664_000237_1	163	204	162	206	PF00403.30	HMA	Domain	2	43	62	36.2	6.50E-09	1	CL0704
IMGVR_UViG_3300042280_000275.3300042280.Ga0451664_000237_11	53	290	14	321	PF00704.32	Glyco_hydro_18	Domain	49	279	317	53.5	3.40E-14	1	CL0036
IMGVR_UViG_3300042280_000275.3300042280.Ga0451664_000237_14	390	471	390	471	PF18994.4	Prophage_tailD1	Domain	1	84	84	57.5	1.30E-15	1	CL0504
IMGVR_UViG_3300042280_000275.3300042280.Ga0451664_000237_14	473	718	473	718	PF06605.15	Prophage_tail	Family	1	267	267	266.8	2.70E-79	1	CL0504
IMGVR_UViG_3300042280_000275.3300042280.Ga0451664_000237_23	1	74	1	98	PF05135.17	Phage_connect_1	Domain	1	76	101	46.9	3.60E-12	1	CL0643
IMGVR_UViG_3300042280_000275.3300042280.Ga0451664_000237_26	11	344	10	344	PF04860.16	Phage_portal	Family	2	321	321	443.2	5.90E-133	1	No_Clan
IMGVR_UViG_3300043112_000088.3300043112.Ga0484783_004192_7	162	338	136	348	PF17236.6	DUF5309	Family	112	252	283	28.6	9.10E-07	1	CL0373
IMGVR_UViG_3300044580_000302.3300044580.Ga0485776_0003649_1	351	437	344	446	PF01345.22	DUF11	Domain	11	98	114	33.9	3.60E-08	1	CL0159
IMGVR_UViG_3300044580_000302.3300044580.Ga0485776_0003649_1	466	535	456	553	PF01345.22	DUF11	Domain	15	88	114	32.3	1.20E-07	1	CL0159
IMGVR_UViG_3300044580_000302.3300044580.Ga0485776_0003649_3	270	417	257	461	PF10145.13	PhageMin_Tail	Family	11	162	201	35	1.40E-08	1	No_Clan
IMGVR_UViG_3300044580_000302.3300044580.Ga0485776_0003649_16	137	223	95	225	PF04233.18	Phage_Mu_F	Family	18	109	112	38.4	1.90E-09	1	No_Clan
IMGVR_UViG_3300044580_000302.3300044580.Ga0485776_0003649_18	76	384	58	404	PF06074.16	DUF935	Family	88	386	517	40.4	1.80E-10	1	No_Clan
IMGVR_UViG_3300044580_000147.3300044580.Ga0485776_0002898_5	82	386	63	389	PF04860.16	Phage_portal	Family	20	318	321	99.2	2.90E-28	1	No_Clan
IMGVR_UViG_3300044580_000147.3300044580.Ga0485776_0002898_10	133	297	121	310	PF17236.6	DUF5309	Family	100	268	283	46.3	3.70E-12	1	CL0373
IMGVR_UViG_3300044701_005757.3300044701.Ga0451755_0000276_12	88	246	83	264	PF21294.1	Polysacc_lyase_14	Family	6	175	215	44.6	1.60E-11	1	CL0004
IMGVR_UViG_3300044701_005757.3300044701.Ga0451755_0000276_22	111	203	54	203	PF02940.19	mRNA_triPase	Domain	123	221	221	37.2	2.70E-09	1	CL0273
IMGVR_UViG_3300044701_005757.3300044701.Ga0451755_0000276_26	90	207	74	216	PF19196.4	DUF5871	Family	20	125	137	44.3	1.60E-11	1	No_Clan
IMGVR_UViG_3300044701_005757.3300044701.Ga0451755_0000276_35	169	352	151	356	PF14099.10	Polysacc_lyase	Domain	16	207	211	41	2.20E-10	1	CL0004
IMGVR_UViG_3300044701_005757.3300044701.Ga0451755_0000276_35	417	564	416	566	PF13472.10	Lipase_GDSL_2	Domain	2	175	177	53.2	5.70E-14	1	CL0264
IMGVR_UViG_3300044701_005757.3300044701.Ga0451755_0000276_35	661	865	658	866	PF21294.1	Polysacc_lyase_14	Family	4	214	215	95.3	4.70E-27	1	CL0004
IMGVR_UViG_3300044701_005757.3300044701.Ga0451755_0000276_40	97	158	80	164	PF07885.20	Ion_trans_2	Family	16	64	79	30.6	2.70E-07	1	CL0030
IMGVR_UViG_3300044701_005757.3300044701.Ga0451755_0000276_43	427	478	427	478	PF13884.10	Peptidase_S74	Domain	1	54	54	31.9	1.20E-07	1	No_Clan
IMGVR_UViG_3300045988_183412.3300045988.Ga0495776_159566_9	79	294	76	330	PF04865.18	Baseplate_J	Family	4	225	255	73.4	2.00E-20	1	No_Clan
IMGVR_UViG_3300045988_183412.3300045988.Ga0495776_159566_13	230	320	229	329	PF01841.23	Transglut_core	Family	2	98	108	40.6	2.90E-10	1	CL0125
IMGVR_UViG_3300045988_183412.3300045988.Ga0495776_159566_25	29	93	24	95	PF13620.10	CarboxypepD_reg	Domain	6	78	82	39.5	6.40E-10	1	CL0287
IMGVR_UViG_3300045988_183412.3300045988.Ga0495776_159566_26	71	215	35	244	PF05065.17	Phage_capsid	Family	35	181	280	29.3	6.10E-07	1	CL0373
IMGVR_UViG_3300045988_183412.3300045988.Ga0495776_159566_30	88	375	76	376	PF04860.16	Phage_portal	Family	32	317	321	93.9	1.10E-26	1	No_Clan
IMGVR_UViG_3300045988_092702.3300045988.Ga0495776_185759_8	2	45	1	52	PF10746.13	Phage_holin_2_2	Family	4	52	61	30.9	1.90E-07	1	CL0563
IMGVR_UViG_3300045988_092702.3300045988.Ga0495776_185759_12	65	162	62	162	PF14301.10	DUF4376	Family	5	102	102	63.1	2.70E-17	1	No_Clan
IMGVR_UViG_3300045988_092702.3300045988.Ga0495776_185759_14	26	168	22	177	PF03906.18	Phage_T7_tail	Family	5	149	157	97.5	7.10E-28	1	No_Clan
IMGVR_UViG_3300045988_092702.3300045988.Ga0495776_185759_17	1123	1289	1123	1291	PF18857.5	LPD38	Domain	1	187	190	106.3	2.40E-30	1	No_Clan
IMGVR_UViG_3300045988_092702.3300045988.Ga0495776_185759_18	383	427	352	452	PF08291.15	Peptidase_M15_3	Domain	48	91	112	39.2	7.60E-10	1	CL0170
IMGVR_UViG_3300045988_092702.3300045988.Ga0495776_185759_24	90	244	83	244	PF05396.15	Phage_T7_Capsid	Family	23	189	189	74.9	1.10E-20	1	No_Clan
IMGVR_UViG_3300045988_092702.3300045988.Ga0495776_185759_39	48	161	16	163	PF21265.1	SBB_T7	Domain	42	167	169	35.5	7.90E-09	1	CL0021
IMGVR_UViG_3300045988_178991.3300045988.Ga0495776_136811_27	66	145	63	166	PF00692.23	dUTPase	Domain	22	101	129	36.8	3.00E-09	1	CL0153
IMGVR_UViG_3300045988_178991.3300045988.Ga0495776_136811_31	137	170	113	182	PF07509.15	DUF1523	Family	117	150	176	25.4	8.40E-06	1	No_Clan
IMGVR_UViG_3300045988_178991.3300045988.Ga0495776_136811_68	5	141	5	174	PF00535.30	Glycos_transf_2	Family	1	132	168	130.8	5.30E-38	1	CL0110
IMGVR_UViG_3300045988_178991.3300045988.Ga0495776_136811_75	11	91	10	110	PF13353.10	Fer4_12	Domain	2	80	137	29.3	1.00E-06	1	CL0344
IMGVR_UViG_3300045988_178991.3300045988.Ga0495776_136811_75	27	107	24	166	PF04055.25	Radical_SAM	Domain	5	88	167	45.1	1.40E-11	1	CL0036
IMGVR_UViG_3300045988_178991.3300045988.Ga0495776_136811_93	166	225	164	225	PF01471.22	PG_binding_1	Domain	4	57	57	59.2	3.90E-16	1	CL0244
IMGVR_UViG_3300045988_178991.3300045988.Ga0495776_136811_97	81	320	80	333	PF04865.18	Baseplate_J	Family	2	232	255	87.6	9.10E-25	1	No_Clan
IMGVR_UViG_3300045988_184099.3300045988.Ga0495776_168923_6	82	338	79	364	PF04865.18	Baseplate_J	Family	4	238	255	89.3	2.70E-25	1	No_Clan
IMGVR_UViG_3300045988_184099.3300045988.Ga0495776_168923_7	6	74	2	82	PF16640.9	Big_3_5	Domain	10	81	90	43.6	2.90E-11	1	CL0159
IMGVR_UViG_3300045988_184099.3300045988.Ga0495776_168923_18	210	270	208	272	PF01471.22	PG_binding_1	Domain	3	55	57	40.8	2.20E-10	1	CL0244
IMGVR_UViG_3300045988_184099.3300045988.Ga0495776_168923_27	6	72	2	79	PF13620.10	CarboxypepD_reg	Domain	10	77	82	32.4	1.10E-07	1	CL0287
IMGVR_UViG_3300045988_184099.3300045988.Ga0495776_168923_27	104	168	98	174	PF13620.10	CarboxypepD_reg	Domain	11	77	82	34.2	2.90E-08	1	CL0287
IMGVR_UViG_3300045988_184099.3300045988.Ga0495776_168923_29	8	105	3	109	PF14550.10	Peptidase_S78_2	Family	15	114	120	46.1	5.00E-12	1	CL0201
IMGVR_UViG_3300045988_184099.3300045988.Ga0495776_168923_41	2	65	2	65	PF00808.27	CBFD_NFYB_HMF	Domain	1	65	65	65.9	3.20E-18	1	CL0012
IMGVR_UViG_3300045988_184099.3300045988.Ga0495776_168923_54	243	298	243	298	PF13250.10	DUF4041	Family	1	56	56	41.8	8.30E-11	1	No_Clan
IMGVR_UViG_3300045988_184099.3300045988.Ga0495776_168923_54	421	497	421	498	PF13455.10	MUG113	Family	1	72	73	66.7	2.40E-18	1	CL0418
IMGVR_UViG_3300045988_179044.3300045988.Ga0495776_047128_39	136	247	135	248	PF04233.18	Phage_Mu_F	Family	2	111	112	46.1	7.90E-12	1	No_Clan
IMGVR_UViG_3300045988_179044.3300045988.Ga0495776_047128_41	49	304	44	309	PF17236.6	DUF5309	Family	8	278	283	39.1	5.60E-10	1	CL0373
IMGVR_UViG_3300045988_179044.3300045988.Ga0495776_047128_41	335	377	334	398	PF17802.5	SpaA	Domain	2	45	69	28.2	1.60E-06	1	CL0287
IMGVR_UViG_3300045988_179044.3300045988.Ga0495776_047128_54	253	347	252	347	PF01841.23	Transglut_core	Family	2	108	108	39.6	5.90E-10	1	CL0125
IMGVR_UViG_3300045988_179044.3300045988.Ga0495776_047128_59	77	294	76	306	PF04865.18	Baseplate_J	Family	2	220	255	101.3	6.00E-29	1	No_Clan
IMGVR_UViG_3300045988_182194.3300045988.Ga0495776_038849_4	105	376	74	379	PF04860.16	Phage_portal	Family	47	318	321	88.6	4.70E-25	1	No_Clan
IMGVR_UViG_3300045988_182194.3300045988.Ga0495776_038849_5	149	277	148	278	PF04233.18	Phage_Mu_F	Family	2	111	112	37.7	3.30E-09	1	No_Clan
IMGVR_UViG_3300045988_182194.3300045988.Ga0495776_038849_9	130	285	104	301	PF17236.6	DUF5309	Family	103	258	283	29.1	6.30E-07	1	CL0373
IMGVR_UViG_3300045988_182194.3300045988.Ga0495776_038849_10	28	91	24	95	PF13620.10	CarboxypepD_reg	Domain	5	78	82	36.3	6.20E-09	1	CL0287
IMGVR_UViG_3300045988_182194.3300045988.Ga0495776_038849_21	229	314	228	327	PF01841.23	Transglut_core	Family	3	94	108	40.7	2.70E-10	1	CL0125
IMGVR_UViG_3300045988_182194.3300045988.Ga0495776_038849_25	77	331	76	333	PF04865.18	Baseplate_J	Family	2	252	255	70.9	1.10E-19	1	No_Clan
IMGVR_UViG_3300045988_183486.3300045988.Ga0495776_091602_12	79	294	76	330	PF04865.18	Baseplate_J	Family	4	225	255	68.1	8.40E-19	1	No_Clan
IMGVR_UViG_3300045988_183486.3300045988.Ga0495776_091602_16	230	320	229	329	PF01841.23	Transglut_core	Family	2	98	108	40.6	2.90E-10	1	CL0125
IMGVR_UViG_3300045988_183486.3300045988.Ga0495776_091602_28	22	86	17	88	PF13620.10	CarboxypepD_reg	Domain	6	78	82	39.7	5.30E-10	1	CL0287
IMGVR_UViG_3300045988_183486.3300045988.Ga0495776_091602_29	69	214	34	244	PF05065.17	Phage_capsid	Family	34	181	280	30.7	2.30E-07	1	CL0373
IMGVR_UViG_3300048592_000663.3300048592.Ga0498931_0001416_29	33	119	5	119	PF09643.14	YopX	Domain	46	128	128	58.4	8.00E-16	1	No_Clan
IMGVR_UViG_3300048592_000663.3300048592.Ga0498931_0001416_49	307	472	307	474	PF13472.10	Lipase_GDSL_2	Domain	1	175	177	58.6	1.30E-15	1	CL0264
IMGVR_UViG_3300048592_000663.3300048592.Ga0498931_0001416_58	13	251	6	265	PF04454.16	Linocin_M18	Family	20	235	253	57.4	1.50E-15	1	CL0373
IMGVR_UViG_3300048592_000663.3300048592.Ga0498931_0001416_69	95	287	94	291	PF10145.13	PhageMin_Tail	Family	2	197	201	158.2	2.50E-46	1	No_Clan
IMGVR_UViG_3300048592_000663.3300048592.Ga0498931_0001416_74	38	106	38	119	PF10102.13	DUF2341	Family	1	74	84	54.8	1.20E-14	1	No_Clan
IMGVR_UViG_3300049639_000131.3300049639.Ga0499517_003785_3	5	242	3	254	PF18906.4	Phage_tube_2	Family	5	228	269	43.4	3.30E-11	1	No_Clan
IMGVR_UViG_3300049639_000131.3300049639.Ga0499517_003785_7	80	315	33	326	PF05065.17	Phage_capsid	Family	46	262	280	36.9	3.00E-09	1	CL0373
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_1	9	77	1	77	PF18911.4	PKD_4	Domain	16	85	85	67.6	8.50E-19	1	CL0159
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_1	297	375	291	375	PF18911.4	PKD_4	Domain	4	85	85	76.9	1.00E-21	1	CL0159
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_1	632	712	631	712	PF18911.4	PKD_4	Domain	2	85	85	71.1	6.80E-20	1	CL0159
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_8	7	118	7	118	PF11367.12	DUF3168	Family	1	117	117	49.6	4.50E-13	1	CL0691
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_12	94	291	93	292	PF10145.13	PhageMin_Tail	Family	2	200	201	174.8	2.10E-51	1	No_Clan
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_17	41	115	41	117	PF10102.13	DUF2341	Family	1	82	84	49.4	5.50E-13	1	No_Clan
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_17	489	563	489	565	PF10102.13	DUF2341	Family	1	82	84	50.4	2.80E-13	1	No_Clan
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_18	243	387	243	400	PF08480.14	Disaggr_assoc	Repeat	1	146	194	52.3	7.50E-14	1	CL0268
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_33	1	65	1	65	PF08004.15	DUF1699	Family	66	130	130	57.2	1.50E-15	1	No_Clan
